AÑO,No.,VALOR ADICIONAL,VALOR TOTAL,OBJETO,MUNICIPIO,ESTADO,FECHA INICIO,FECHA TERMINACION,% AVANCE OBRA,% EJECUCION $$$$
2011,1355,"$ 239,963,334.00","$ 3,072,972,170.00","CONSTRUCCION DE LA RED DE DISTRIBUCION DEL ACUEDUCTO PARA EL CORREGIMIENTO LA GOMEZ Y AMPLIACION DE LA RED DE ACUEDUCTO PARA EL CASCO URBANO DEL MUNICIPIO DE SABANA DE TORRES, SANTANDER.",SABANA DE TORRES,LIQUIDADO,2011-11-29T00:00:00.000,2013-06-03T00:00:00.000,100.00%,100.00%
2011,1497,"$ 33,549,267.00","$ 120,146,283.00",INTERVENTORIA A LA AMPLIACION DEL SISTEMA DE ALCANTARILLADO SANITARIO SECTOR NOR-OCCIDENTAL FASE I DEL MUNICIPIO DE PIEDECUESTA SANTANDER,PIEDECUESTA,LIQUIDADO,2011-09-21T00:00:00.000,2013-03-20T00:00:00.000,100.00%,100.00%
2011,1638,$ 0.00,"$ 888,831,440.00",INTERVENTORIA. MEJORAMEINTO Y PAVIMENTACION DE LA VIA ENTRE LOS MUNICIPIOS DE PUENTE NACIONAL Y GUAVATA DEL DEPARTAMENTO DE SANTANDER.,GUAVATA - PUENTE NACIONAL,LIQUIDADO,2011-10-06T00:00:00.000,2013-02-15T00:00:00.000,100.00%,"100%
ACTA FINAL"
2011,1674,"ADIC 1: 39.957.708,00
ADIC 2: 186.264.897,18
ADIC 4. 91.922.097,00","$ 617,271,582.18","INTERVENTORIA. CONSTRUCCION DEL PUENTE SAN IGNACIO SOBRE EL RIO SUAREZ, EN LA VIA SECUNDARIA CHIMA - GUAPOTA, DEPARTAMENTO DE SANTANDER"".        RECURSOS PROVENIENTES DE CREDITO INTERNO FINDETER-VIAS",CHIMA - GUAPOTA,LIQUIDADO,2011-12-15T00:00:00.000,2015-05-19T00:00:00.000,97.00%,"96%
ACTA 17"
2011,1819,"$ 1,788,454,225.94","$ 5,365,362,677.81","CONSTRUCCION DEL PUENTE SAN IGNACIO SOBRE EL RIO SUAREZ, EN LA VIA SECUNDARIA CHIMA, GUAPOTA, DEPARTAMENTO DE SANTANDER""",CHIMA - GUAPOTA,LIQUIDADO,2011-12-15T00:00:00.000,2015-05-19T00:00:00.000,100.00%,"100%
ACTA FINAL"
2011,1883,$ 0.00,"$ 46,583,775.80",INTERVENTORIA CONSTRUCCION DEL PATINODROMO EN LA VILLA OLIMPICA DEL MUNICIPIO DE SOCORRO SANTANDER,SOCORRO,LIQUIDADO,SIN INICIAR,1899-12-31T00:00:00.000,0.00%,0.00%
2011,1921,"$ 69,000,000.00","$ 244,001,158.80","RECONSTRUCCIÓN DE LA LÍNEA DE CONDUCCIÓN Y SISTEMA DE ACUEDUCTO DEL MUNICIPIO DE MOLAGAVITA, DEPARTAMENTO DE SANTANDER",MOLAGAVITA,LIQUIDADO,2012-03-07T00:00:00.000,2013-01-31T00:00:00.000,100.00%,100.00%
2011,1934,$ 0.00,"$ 169,044,480.00","""INTERVENTORIA MEJORAMIENTO VIA DE ACCESO CORREGIMIENTO EL LLANITO DEL MUNICIPIO DE BARRANCABERMEJA"".",BARRANCABERMEJA,LIQUIDADO,SIN INICIAR,1899-12-31T00:00:00.000,0.00%,0.00%
2011,1941,"ADIC 2: 49.689.760,00
ADIC 3. 49.689.760,00","$    198,749,040.00",INTERVENTORIA A LA CONSTRUCCION PUENTE EN EL AREA DE INFLUENCIA DEL MUNICIPIO DE CIMITARRA SANTANDER,CIMITARRA,LIQUIDADO,2012-04-24T00:00:00.000,2014-11-28T00:00:00.000,100.00%,"100 %
ACTA 11"
2011,1957,$ 0.00,"$ 93,730,784.00","INTERVENTORÍA PARA LA OPTIMIZACION Y MEJORAMIENTO DEL SISTEMA DE ALCANTARILLADO DEL MUNICIPIO DE CALIFORNIA, DEPARTAMENTO DE SANTANDER",CALIFORNIA,LIQUIDADO,2012-03-05T00:00:00.000,2014-02-01T00:00:00.000,97.00%,85.00%
2011,1959,$ 0.00,"$ 1,862,768,398.38","OPTIMIZACION Y MEJORAMIENTO DEL SISTEMA DE ALCANTARILLADO DEL MUNICIPIO DE MATANZA, DEPARTAMENTO DE SANTANDER",MATANZA,LIQUIDADO,2011-12-09T00:00:00.000,2013-04-26T00:00:00.000,100.00%,100.00%
2011,1966,"$ 481,155,389.99","$ 944,220,988.35","OPTIMIZACION DEL ACUEDUCTO DEL CASCO URBANO DEL MUNICIPIO DE GALAN, DEPARTAMENTO DE SANTANDER",GALAN,LIQUIDADO,2012-03-07T00:00:00.000,2012-10-18T00:00:00.000,100.00%,100.00%
2011,1970,$ 0.00,"$ 1,992,264,165.90",MEJORAMIENTO VIA DE ACCESO CORREGIMIENTO EL LLANITO DEL MUNICIPIO DE BARRANCABERMEJA,BARRANCABERMEJA,LIQUIDADO,SIN INICIAR,1899-12-31T00:00:00.000,0.00%,0.00%
2011,1972,"ADIC 2: 22.987.256,00
ADIC 3: 93.080.256,00","$ 231,071,652.00","INTERVENTORIA, AMPLIACION DEL PUENTE VEHICULAR SOBRE LA DESCARGA DE LA CIENAGA SAN SILVESTRE, CARRETERA BARRANCABERMEJA - PUERTO WILCHES DEPARTAMENTO DE SANTANDER",BARRANCABERMEJA,LIQUIDADO,2012-05-22T00:00:00.000,2015-12-06T00:00:00.000,100.00%,"95,8%
ACTA 10"
2011,1973,"$ 45,458,080.00","$ 184,803,080.00","INTERVENTORIA PARA LA OPTIMIZACION Y MEJORAMIENTO DEL SISTEMA DE ALCANTARILLADO DEL MUNICIPIO DE MATANZA, DEPARTAMENTO DE SANTANDER",MATANZA,LIQUIDADO,2011-12-09T00:00:00.000,2013-04-26T00:00:00.000,100.00%,100.00%
2011,1974,"ADIC 1: 4.582.685.219,29
ADIC 3: 3.498.670.708,67
ADIC 5: 4.000.020.839.77","$ 34,565,761,361.32","CONSTRUCCION DEL NUEVO ESTADIO DANIEL VILLA ZAPATA DEL MUNICIPIO DE BARRANCABERMEJA, DEPARTAMENTO DE SANTANDER",BARRANCABERMEJA,LIQUIDADO,2012-05-03T00:00:00.000,2015-06-30T00:00:00.000,99.87%,"99,87%
ACTA FINAL"
2011,1994,"$ 33,246,242.91","$ 552,457,035.91",CONSTRUCCION COLISEO CUBIERTO EN LA UNIDAD DEPORTIVA DEL MUNCIIPIO DE ARATOCA DEPARTAMENTO DE SANTANDER,ARATOCA,LIQUIDADO,2012-03-15T00:00:00.000,2012-11-20T00:00:00.000,100.00%,100.00%
2011,2003,"$ 1,324,875,423.00","$ 6,838,894,439.22","OPTIMIZACIÓN DEL ACUEDUCTO URBANO Y RURAL DEL MUNICIPIO DE VÉLEZ, DEPARTAMENTO DE SANTANDER",VELEZ,CEDIDO,2011-12-12T00:00:00.000,2013-11-01T00:00:00.000,90.00%,"89,72%
ACTA 11"
2011,2005,"ADIC 2: 90.976.297,50
ADIC 3: 769.919.115,91","$ 2,671,602,263.38","AMPLIACION DEL PUENTE VEHICULAR SOBRE LA DESCARGA DE LA CIENAGA SAN SILVESTRE, CARRETERA BARRANCABERMEJA, DEPARTAMENTO DE SANTANDER",BARRANCABERMEJA,LIQUIDADO,2012-05-22T00:00:00.000,2015-12-03T00:00:00.000,100.00%,"99,75%
ACTA FINAL"
2011,2050,"$ 14,929,200.00","$ 49,764,000.00",INTERVENTORIA. MANTENIMIENTO Y ADECUACION DE LAS INSTALACIONES DE LA PLAZA DE MERCADO DEL MUNICIPIO DE SAN VICENTE DE CHUCURI-SANTANDER.,SAN VICENTE DE CHUCURI,LIQUIDADO,2012-03-13T00:00:00.000,2014-07-30T00:00:00.000,100.00%,"100%
ACTA FINAL"
2011,2064,"$ 11,891,440.00","$ 58,645,936.00",INTERVENTORIA. CONSTRUCCION COLISEO EN LA UNIDAD DEPORTIVA DEL MUNICIPIO DE ARATOCA DEPARTAMENTO DE SANTANDER E INTERVENTORIA. CONSTRUCCION COLISEO POLIDEPORTIVO LOS POZOS MUNICIPIO DE GUACA SANTANDER.,ARATOCA - GUACA,LIQUIDADO,2012-03-15T00:00:00.000,2014-05-27T00:00:00.000,10000.00%,"100%
ACTA FINAL"
2011,2068,"$ 5,000,000.00","$ 34,901,694.43",INTERVENTORIA. REPARACION DEL PUENTE VEHICULAR SOBRE LA VIA A LA VEREDA TOLOTA MUNICIPIO DE SUAITA,SUAITA,LIQUIDADO,2012-02-27T00:00:00.000,2012-12-26T00:00:00.000,100.00%,100.00%
2011,2069,"$ 12,600,000.00","$ 37,800,001.00","INTERVENTORIA. CONSTRUCCION HUELLAS VEHICULARES VEREDA EL RINCON , MUNICIPIO DE SOCORRO- DEPARTMENTO DE SANTANDER.",SOCORRO,LIQUIDADO,2011-11-18T00:00:00.000,2012-12-24T00:00:00.000,100.00%,100.00%
2011,2070,$ 0.00,"$ 37,667,520.00",INTERVENTORIA. CONSTRUCCION COLISEO CUBIERTO MUNICIPIO DE SUCRE  SANTANDER.,SUCRE,LIQUIDADO,2011-12-09T00:00:00.000,2012-06-08T00:00:00.000,100.00%,100.00%
2011,2103,"ADIC 4: 99.919.905,47
ADIC 5: 676.472.920,99","$ 6,036,710,673.40","PLAN MAESTRO DE ACUEDUCTO PARA EL CASCO URBANO DEL MUNICIPIO DE ZAPATOCA, DEPARTAMENTO DE SANTANDER",ZAPATOCA,LIQUIDADO,2012-02-28T00:00:00.000,2013-10-29T00:00:00.000,100.00%,100.00%
2011,2107,$ 0.00,"$ 9,004,064,553.00","CONSTRUCCION DEL SISTEMA SANITARIO MENSULI-ARANZOQUE EN EL SECTOR COMPRENDIDO ENTRE LA QUEBRADA PALMICHAN EN LA UNIVERSIDAD PORTIFICIA BOLIVARIANA Y LA PTAR RIO FRIO Y ETAPA DEL P(MEN) R26 AL (MEN) R73 MUNICIPIO DE FLORIDABLANCA-SANTANDER""Y LA CONSTRUCCION DEL INTERCEPTOR SANITARIO SECTOR INVIAS- FUNDACION UIS -GLEN DONAN MUNICIPIO DE FLORIDABLANCA, DEPARTAMENTO DE SANTANDER",FLORIDABLANCA,CEDIDO,2011-12-27T00:00:00.000,2014-08-26T00:00:00.000,35.00%,"40%
PRIMER DESEMBOLSO"
2011,2117,$ 0.00,"$ 33,978,720.00","INTERVENTORIA CONSTRUCCION Y OPTIMIZACION DEL SISTEMA DE ACUEDUCTO DE ENCINO, DEPARTAMENTO DE SANTANDER",ENCINO,LIQUIDADO,2012-04-09T00:00:00.000,2013-08-04T00:00:00.000,100.00%,100.00%
2011,2118,$ 0.00,"$ 24,313,600.00","INTERVENTORIA PLAN MAESTRO DE ACUEDUCTO  CASCO URBANO DEL MUNICIPIO DE MACARAVITA, DEPARTAMENTO DE SANTANDER",MACARAVITA,LIQUIDADO,2012-08-29T00:00:00.000,2013-05-14T00:00:00.000,100.00%,100.00%
2011,2119,"$ 13,139,899.87","$ 45,275,901.87","INTERVENTORIA CONSTRUCCION PUENTE VEHICULAR SOBRE EL RIO SUCIO MUNICIPIO DE GIRON Y SABANA DE TORRES, DEPARTAMENTO DE SANTANDER",GIRON Y SABANA DE TORRES,LIQUIDADO,2012-03-05T00:00:00.000,2015-01-24T00:00:00.000,100.00%,"100%
ACTA FINAL"
2011,2125,"ADIC 2: 103.276.842,00
ADIC 3: 78.720.848,00
ADIC 4: 21.129.284,00","$ 616,354,469.00","INTERVENTORÍA PARA LA OPTIMIZACIÓN DEL ACUEDUCTO URBANO Y RURAL DEL MUNICIPIO DE VÉLEZ, DEPARTAMENTO DE SANTANDER",VELEZ,CEDIDO,2011-12-12T00:00:00.000,2011-10-01T00:00:00.000,90.00%,"96,53%
ACTA 16"
2011,2135,$ 0.00,"$ 39,904,000.00",INTERVENTORIA PARA LA OPTIMIZACION DEL SISTEMA DE ACUEDUCTO CASCO URBANO DEL MUNICIPIO DEL HATO DEPARTAMENTO DE SANTANDER,HATO,LIQUIDADO,2012-04-16T00:00:00.000,2013-10-08T00:00:00.000,100.00%,"100%
ACTA FINAL"
2011,2146,"$ 499,084,337.56","$ 1,540,774,578.00","CONSTRUCCIÓN DEL PLAN MAESTRO DE ACUEDUCTO PARA EL CASCO URBANO DEL MUNICIPIO DE CERRITO, DEPARTAMENTO DE SANTANDER",CERRITO,LIQUIDADO,2012-03-07T00:00:00.000,2013-05-15T00:00:00.000,100.00%,100.00%
2011,2168,"ADIC 1 : 42.144.600,63
ADIC 3: 43.836.058,72","$ 529,596,509.30","CONSTRUCCIÓN Y OPTIMIZACIÓN DEL SISTEMA DE ACUEDUCTO DE ENCINO, DEPARTAMENTO DE SANTANDER",ENCINO,LIQUIDADO,2012-04-09T00:00:00.000,2013-08-04T00:00:00.000,100.00%,100.00%
2011,2173,"ADIC 2: 246.662.400,00
ADIC 3: 1.001.196.000,00
ADIC 4: 1.092.438.932,00
ADIC 5: 319.990.331,90
ADIC 7: 398.959.405,06
ADIC 8: 475.600.654,43
ADICI 9: 96,080,940,29
ADIC 10: 192.135.606,37","$ 5,051,921,700.50","INTERVENTORIA CONSTRUCCION DEL NUEVO ESTADIO DANIEL VILLA ZAPATA DEL MUNICIPIO DE BARRANCABERMEJA, DEPARTAMENTO DE SANTANDER",BARRANCABERMEJA,LIQUIDADO,2012-05-03T00:00:00.000,2015-06-30T00:00:00.000,100.00%,99.72%
2011,2192,"$ 5,165,362.66","$ 44,586,802.66","INTERVENTORIA MANTENIMIENTO RUTINARIO Y PERIODICO DE LAS VIAS SECUNDARIAS DEL DEPARTAMENTO DE SANTANDER CONVENIO GUEPSA (VIA TRONCAL CENTRAL-GUEPSA), INTERVENTORIA. CONSTRUCCION PLACA HUELLAS VEHICULARES VIA GUEPSA - ALTO EL DIVINO QUEBRADA EL ROPERO, MUNICIPIO DE GUEPSA - SANTANDER E INTERVENTORIA. MANTENIMIENTO RUTINARIO Y PERIODICO DE LAS VIAS SECUNDARIAS DEL DEPARTAMENTO DE SANTANDER (VIA BERLIN-VETAS)",GUEPSA,LIQUIDADO,2012-06-12T00:00:00.000,2013-10-30T00:00:00.000,100.00%,100.00%
2011,2193,"$ 9,938,880.00","$ 27,327,744.00",INTERVENTORIA CONSTRUCCION DE ESCENARIOS DEPORTIVOS CARRERA 26 CON CALLE 36 MUNICIPIO DE SAN JUAN DE GIRON DEPARTAMENTO DE SANTANDER,GIRON,LIQUIDADO,2012-06-19T00:00:00.000,2013-12-06T00:00:00.000,100.00%,86.00%
2011,2213,$ 0.00,"$ 1,256,803,643.00","OPTIMIZACION Y MEJORAMIENTO DEL SISTEMA DE ALCANTARILLADO DEL MUNICIPIO DE CALIFORNIA, DEPARTAMENTO DE SANTANDER",CALIFORNIA,LIQUIDADO,2012-03-05T00:00:00.000,2014-02-01T00:00:00.000,100.00%,"89,65%
ACTA 5"
2011,2231,"$ 38,877,110.50","$ 193,931,387.30","INTERVENTORÍA PARA: CONSTRUCCIÓN DEL PLAN MAESTRO DE ACUEDUCTO PARA EL CASCO URBANO DEL MUNICIPIO DE CERRITO, CONSTRUCCIÓN Y OPTIMIZACIÓN DEL SISTEMA DE ACUEDUCTO Y ALCANTARILLADO DEL CORREGIMIENTO PEÑA COLORADA DEL MUNICIPIO DE ENCISO, OPTIMIZACIÓN DEL ACUEDUCTO DEL CASCO URBANO DEL MUNICIPIO DE GALÁN Y RECONSTRUCCIÓN DE LA LÍNEA DE CONDUCCIÓN Y SISTENA DE ACUEDUCTO DEL MUNICIPIO DE MOLAGAVITA, DEPARTAMENTO DE SANTANDER","CERRITO, ENCISO. GALAN Y MOLAGAVITA",LIQUIDADO,2012-03-07T00:00:00.000,2013-05-15T00:00:00.000,100.00%,"100
ACTA FINAL"
2011,2238,"$ 20,841,400.00","$ 279,117,178.67","CONSTRUCCIÓN DEL SISTEMA MAESTRO ACUEDUCTO DEL MUNICIPIO DE OCAMONTE, DEPARTAMENTO DE SANTANDER",OCAMONTE,LIQUIDADO,2012-03-15T00:00:00.000,2013-01-14T00:00:00.000,100.00%,99.74%
2011,2272,$ 0.00,"$ 1,307,590,004.64","CONSTRUCCION RED DE DISTRIBUCION ACUEDUCTO CORPOJOYAS DEL MUNICIPIO DE SAN GIL, CURITI Y VILLANUEVA DEPARTAMENTO DE SANTANDER","SAN GIL, VILLANUEVA, CURITI",LIQUIDADO,2011-12-20T00:00:00.000,2014-05-08T00:00:00.000,100.00%,"100%
ACTA FINAL"
2011,2320,"$ 216,303,513.47","$ 745,400,665.38",OPTIMIZACION DEL SISTEMA DE ACUEDUCTO CASCO URBANO DEL MUNICIPIO DEL HATO DEPARTAMENTO DE SANTANDER,HATO,LIQUIDADO,2012-04-16T00:00:00.000,2013-10-08T00:00:00.000,100.00%,"100%
ACTA FINAL"
2011,2335,$ 0.00,"$ 13,924,227,304.34",CONSTRUCCION DE LA UNIDAD MATERNO INFANTIL DEL SUR EN EL MUNICIPIO DE FLORIDABLANCA,FLORIDABLANCA,LIQUIDADO,2012-07-04T00:00:00.000,2014-03-26T00:00:00.000,100.00%,"100%
ACTA FINAL"
2011,2337,"$ 23,504,442.00","$ 266,836,134.00",INTERVENTORIA CONSTRUCCION DEL PUENTE VEHICULAR SECTOR CAÑO QUEBRADA LAS ANGUSTIAS SOBRE LA VIA DE ACCESO AL MUNICIPIO DE PUERTO WILCHES,PUERTO WILCHES,LIQUIDADO,2012-04-16T00:00:00.000,2013-06-19T00:00:00.000,100.00%,"100%
ACTA FINAL"
2011,2353,"ADIC 2: 302.773.920,00
ADIC 4: 67.236.384,00","$ 1,134,022,496.00","""INTERVENTORIA. CONSTRUCICON DE LA UNIDAD MATERNO INFANTIL DEL SUR EN EL MUNICIPIO DE FLORIDABLANCA SANTANDER"".",FLORIDABLANCA,LIQUIDADO,2012-07-04T00:00:00.000,2014-03-26T00:00:00.000,100.00%,"100%
ACTA FINAL"
2011,2375,"$ 625,561,921.94","$ 2,409,003,537.94","AMPLIACION Y OPTIMIZACION DEL SISTEMA DE ALCANTARILLADO URBANO (CALLE 6 ENTRE CARRERA 1 Y CARRERA 7 - EMISARIO FINAL) Y PLANTA DE TRATAMIENTO DE AGUAS RESIDUALES, CABECERA MUNICIPAL DE BARICHARA",BARICHARA,TERMINADO,2012-02-21T00:00:00.000,2015-12-26T00:00:00.000,100.00%,"99,4%
ACTA 5"
2011,2376,"$ 81,999,723.49","$ 397,433,962.11","""CONSTRUCCION CUBIERTA Y MANTENIMIENTO POLIDEPDORTIVO LA CAPILLA CORREGIMIENTO EL PAJUIL MUNICIPIO DE MATANZA"".",MATANZA,LIQUIDADO,2012-12-06T00:00:00.000,2014-02-14T00:00:00.000,100.00%,"100%
ACTA FINAL"
2011,2381,$ 0.00,"$ 2,370,358,542.27","CONSTRUCCION DEL ACUEDUCTO LA VITOCA DEL MUNICIPIO DE CABRERA, SANTANDER",CABRERA,LIQUIDADO,2012-01-30T00:00:00.000,2015-02-15T00:00:00.000,100.00%,"100%
ACTA FINAL"
2011,2391,$ 0.00,"$ 1,052,612,099.10","MEJORAMIENTO DE LA VIA RIONEGRO (TRONCAL CENTRAL)-SANTA CRUZ DE LA COLINA DEPARTAMENTO DE SANTANDER"".",MATANZA - RIONEGRO,LIQUIDADO,2012-05-14T00:00:00.000,2013-02-15T00:00:00.000,98.00%,"87,66%
ACTA 4"
2011,2402,$ 0.00,"$ 1,356,140,412.00","REALIZAR LOS PAGOS QUE SE GENEREN EN DESARROLLO DEL PROYECTO DENOMINADO MASIFICACION DE GAS LICUADO DE PETROLEO (GLP) POR REDES PARA LOS MUNICIPIOS DE CIMITARRA, MATANZA Y BARICHARA-SANTANDER","CIMITARRA
MATANZA - BARICHARA",LIQUIDADO,2011-12-28T00:00:00.000,2013-08-27T00:00:00.000,100.00%,"100%
PRIMER DESEMBOLSO"
2011,2406,$ 0.00,"$ 59,180,300.00","INTERVENTORIA. ATENCION DE LA EMERGENCIA DE LA VIA GUACAMAYO-SANTA HELENA""",GUACAMAYO - SANTA HELENA DEL OPON,LIQUIDADO,2012-03-20T00:00:00.000,2012-11-13T00:00:00.000,100.00%,100.00%
2011,2412,"DPTO: 249.999.545,08
ADIC1: 33.249.977,00
 INTERVENTORIA","$ 1,605,333,452.40","CONSTRUCCION DEL SISTEMA DE ALCANTARILLADO SANITARIO Y PLUVIAL URBANIZACIÓN SIGLO XXI PRADOS DE CATALUÑA, MUNICIPIO SAN JUAN DE GIRON, DEPARTAMENTO DE SANTANDER.",GIRON,LIQUIDADO,2012-03-15T00:00:00.000,2013-10-02T00:00:00.000,100.00%,"1002%
ACTA FINAL"
2011,2449,$ 0.00,"$ 95,651,899.65",CONSTRUCCION SALON COMUNAL CORREGIMIENTO CRUCES MUNICIPIO DE EL PEÑON SANTANDER,EL PEÑON,LIQUIDADO,2012-06-05T00:00:00.000,2013-06-08T00:00:00.000,100.00%,"100%
ACTA FINAL"
2011,2461,"$ 446,340,222.74","$ 2,960,036,833.54","CONSTRUCCIÓN DEL SISTEMA DE ABASTECIMIENTO Y RED DE ACUEDUCTO PARA EL CORREGIMIENTO YARIMA DEL MUNICIPIO DE SAN VICENTE DE CHUCURÍ, DEPARTAMENTO DE SANTANDER",SAN VICENTE DE CHUCURI,LIQUIDADO,2012-02-13T00:00:00.000,2013-03-04T00:00:00.000,100.00%,100.00%
2011,2462,$ 0.00,$ 0.00,"PLAN MAESTRO DE ACUEDUCTO CASCO URBANO DEL MUNICIPIO DE MACARAVITA, DEPARTAMENTO DE SANTANDER",MACARAVITA,LIQUIDADO,2012-08-29T00:00:00.000,2013-05-14T00:00:00.000,100.00%,"100%
ACTA FINAL"
2011,2470,$ 0.00,"$ 9,540,934,318.62","CONSTRUCCIÓN DE LA ALTERNATIVA DE ABASTECIMIENTO PARA EL ACUEDUCTO MUNICIPAL DE BARICHARA, DEPARTAMENTO DE SANTANDER",BARICHARA,CEDIDO,2012-04-23T00:00:00.000,2013-06-22T00:00:00.000,0.00%,0.00%
2011,2473,"ADIC 1: 107.426.904,00
ADIC 2: 37.595.136,00
ADIC 4: 37.595.136,00
ADIC 5: 94.433.280,00","$ 671,576,664.00","INTERVENTORÍA PARA EL PLAN MAESTRO DE ACUEDUCTO PARA EL CASCO URBANO DEL MUNICIPIO DE ZAPATOCA, DEPARTAMENTO DE SANTANDER",ZAPATOCA,LIQUIDADO,2012-02-28T00:00:00.000,2013-10-29T00:00:00.000,100.00%,100.00%
2011,2489,"$ 189,925,534.26","$ 894,200,794.62",CONSTRUCCION ESCENARIOS DEPORTIVOS CARRERA 26 CON CALLE 36 MUNICIPIO  SAN JUAN DE GIRON DEPARTAMENTO DE SANTANDER,GIRON,LIQUIDADO,2012-06-19T00:00:00.000,2013-12-06T00:00:00.000,100.00%,"100%
ACTA FINAL"
2011,2490,"$ 21,425,458.26","$ 296,410,748.42","PLAN MAESTRO DE ACUEDUCTO DEL CASCO URBANO DEL MUNICIPIO DE PALMAS DEL SOCORRO, DEPARTAMENTO DE SANTANDER",PALMAS DEL SOCORRO,LIQUIDADO,2012-04-11T00:00:00.000,2012-11-13T00:00:00.000,100.00%,100.00%
2011,2493,"429,922,341,00
DPTO: 398.915.793,00
EMPAS: 31.006.548,00","$ 2,986,469,851.00","CONSTRUCCION CONTROL DE CAUCE, PROTECCION Y REPOSICION INTERCEPTOR QUEBRADA LA CHIQUITA, ETAPA 1",BUCARAMANGA,LIQUIDADO,2012-03-22T00:00:00.000,2014-04-24T00:00:00.000,100.00%,"99,8%
ACTA FINAL"
2011,2495,"$ 94,783,210.00","$ 1,802,370,832.42","PLAN MAESTRO DE ACUEDUCTO PARA EL MUNICIPIO DE PINCHOTE, DEPARTAMENTO DE SANTANDER",PINCHOTE,CEDIDO,2012-05-22T00:00:00.000,1899-12-31T00:00:00.000,75.00%,"37,47%
ACTA 2"
2011,2499,"$ 67,950,480.00","$ 254,707,580.00","INTERVENTORÍA PARA LA CONSTRUCCIÓN DEL SISTEMA DE ABASTECIMIENTO Y RED DE ACUEDUCTO PARA EL CORREGIMIENTO YARIMA DEL MUNICIPIO DE SAN VICENTE DE CHUCURÍ, DEPARTAMENTO DE SANTANDER",SAN VICENTE DE CHUCURI,LIQUIDADO,2012-02-13T00:00:00.000,2013-03-03T00:00:00.000,100.00%,100.00%
2011,2502,$ 0.00,"$ 1,158,243,300.00","CONSTRUCCION DEL ALCANTARILLADO INTERCEPTOR DEL MUNICIPIO DE CERRITO, DEPARTAMENTO DE SANTANDER",CERRITO,CEDIDO,SIN INICIAR,1899-12-31T00:00:00.000,0.00%,0.00%
2011,2503,"$ 32,348,920.00","$ 159,229,720.00","INTERVENTORÍA PARA EL PLAN MAESTRO DE ACUEDUCTO PARA EL MUNICIPIO DE PINCHOTE, DEPARTAMENTO DE SANTANDER",PINCHOTE,CEDIDO,2012-05-22T00:00:00.000,1899-12-31T00:00:00.000,75.00%,"83,57%
ACTA 5"
2011,2505,"$ 138,148,091.13","$ 2,518,708,744.65","PLAN MAESTRO DE ACUEDUCTO DEL CASCO URBANO DEL MUNICIPIO DE BETULIA, DEPARTAMENTO DE SANTANDER",BETULIA,LIQUIDADO,2012-04-23T00:00:00.000,2013-09-21T00:00:00.000,100.00%,100.00%
2011,2507,$ 0.00,"$ 704,973,760.00","INTERVENTORÍA PARA LA CONSTRUCCIÓN DE LA ALTERNATIVA DE ABASTECIMIENTO PARA EL ACUEDUCTO MUNICIPAL DE BARICHARA, DEPARTAMENTO DE SANTANDER",BARICHARA,CEDIDO,2012-04-23T00:00:00.000,2013-06-22T00:00:00.000,0.00%,0.00%
2011,2515,$ 0.00,"$ 985,150,035.29","PLAN MAESTRO DE ACUEDUCTO Y ALCANTARILLADO PARA EL CORREGIMIENTO DE GUANE, MUNICIPIO DE BARICHARA, DEPARTAMENTO DE SANTANDER.",BARICHARA,CEDIDO,2012-10-11T00:00:00.000,1899-12-31T00:00:00.000,70.00%,"58,34%
ACTA 2"
2012,1,$ 0.00,"$ 1,338,524,551.05","CONSTRUCCIÓN DE LA LÍNEA ALTERNA DE CONDUCCIÓN, ALMACENAMIENTO, MACROMEDICION Y PLANTA DE TRATAMIENTO DE AGUA POTABLE DEL MUNICIPIO DE CHARALÁ, DEPARTAMENTO DE SANTANDER",CHARALA,LIQUIDADO,2012-07-09T00:00:00.000,2013-06-24T00:00:00.000,100.00%,100.00%
2012,2,"$ 19,358,080.00","$ 127,191,680.00","INTERVENTORÍA PARA LA CONSTRUCCIÓN DE LA LÍNEA ALTERNA DE CONDUCCIÓN, ALMACENAMIENTO, MACROMEDICION Y PLANTA DE TRATAMIENTO DE AGUA POTABLE DEL MUNICIPIO DE CHARALÁ, DEPARTAMENTO DE SANTANDER",CHARALA,LIQUIDADO,2012-07-09T00:00:00.000,2013-06-24T00:00:00.000,100.00%,100.00%
2012,262,$ 0.00,"$ 320,359,433.67",CONSTRUCCION DE MURO DE CONTENCION PARA LA ATENCION DE EMERGENCIA POR OLA INVERNAL EN LA VIA SECUNDARIA VADO REAL - SUAITA DEL DEPARTAEMNTO DE SANTANDER,SUAITA,LIQUIDADO,2012-07-18T00:00:00.000,2012-10-17T00:00:00.000,100.00%,0.00%
2012,263,$ 0.00,"$ 237,286,192.50",ATENCION DE EMERGENCIA POR OLA INVERNAL SOBRE EL K2+800 DE LA VIA SECUNDARIA LA PLAYA - CHARTA DEL DEPARTAMENTO DE SANTANDER,CHARTA,LIQUIDADO,2012-08-01T00:00:00.000,2013-10-31T00:00:00.000,100.00%,100.00%
2012,264,$ 0.00,"$ 22,415,000.00",INTERVENTORIA. CONSTRUCCION DE MURO DE CONTENCION PARA LA ATENCION DE EMERGENCIA POR OLA INVERNAL EN LA VIA SECUNDARIA VADO REAL - SUAITA DEL DEPARTAEMNTO DE SANTANDER,SUAITA,LIQUIDADO,2012-07-18T00:00:00.000,2012-11-17T00:00:00.000,100.00%,0.00%
